Region,County,Municipality,BIN,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Date of Last Inspection,Poor Status
8,Dutchess,Stanford (Town),1032350,7.7 MI N JCT RTS 82+44,82  82 82011309,HUNNS LAKE CREEK,NYSDOT,1929,04/01/2019,N
8,Dutchess,Stanford (Town),1072740,3.1 MI S JCT SH 199 & TSP,BULLS HEAD ROAD,987G 987G82031306,NYSDOT,1983,10/11/2019,N
8,Dutchess,Stanford (Town),3365140,IN MCINTYRE,COLD SPRING ROAD,WAPPINGER CREEK,County,1955,07/29/2019,Y
8,Dutchess,Stanford (Town),3343850,0.2 MI W OF STANFORDVILE,COUNTY ROAD 19,WAPPINGER CREEK,County,1929,04/26/2019,Y
8,Dutchess,Stanford (Town),3343820,1.0 MI SE OF MCINTYRE,COUNTY ROAD 65,HUNNS LAKE CREEK,County,1900,03/22/2019,Y
8,Dutchess,Stanford (Town),3343830,0.5 MI NE OF STANFORDVILE,CREAMERY ROAD,WAPPINGER CREEK,County,1960,06/06/2019,N
8,Dutchess,Stanford (Town),3343840,AT STANFORDVILLE,DEPOT LANE,WAPPINGER CREEK,County,1929,07/16/2019,Y
8,Dutchess,Stanford (Town),3343860,0.5 MI SW OF STANFORDVILE,GRIST MILL ROAD,WAPPINGER CREEK,County,1931,04/17/2019,N
8,Dutchess,Stanford (Town),3343810,0.6 MI NW OF MCINTYRE,HOMAN ROAD,COLD SPRING CREEK,County,1969,08/07/2018,N
8,Dutchess,Stanford (Town),3343890,1.9 MI SW OF STANFORDVILE,JAMESON HILL ROAD,WAPPINGER CREEK,County,2006,04/02/2019,N
8,Dutchess,Stanford (Town),2262830,2.1 MI NE OF MCINTYRE,LAYTON ROAD,HUNNS LAKE CREEK,Town,1970,03/19/2019,N
8,Dutchess,Stanford (Town),3343880,1.9 MI SW OF STANFORDVLLE,SALT PT TURNPIKE,WAPPINGER CREEK,County,1937,10/22/2019,N
8,Dutchess,Stanford (Town),3343870,1.9 MI SW OF STANFORDVLLE,SALT PT TURNPIKE,WILLOW BROOK,County,1939,07/29/2019,Y
8,Dutchess,Tivoli (Village),1047720,0.4 MI NW JCT RT 9 CR78,COUNTY ROAD 78,STONY CREEK,County,2017,10/10/2019,N
8,Dutchess,Union Vale (Town),1027160,2.8 MI E JCT RTE 55+TSP,55  55 82032096,JACKSON CREEK,NYSDOT,2016,12/13/2018,N
8,Dutchess,Union Vale (Town),1032330,5.5 MI N JCT RTS 82+55,82  82 82011168,SPROUT CREEK,NYSDOT,2017,08/15/2019,N
8,Dutchess,Union Vale (Town),3343920,1.1 MI SW OF CLOVE,COUNTY ROAD 21,FISHKILL CREEK,County,1939,03/19/2019,Y
8,Dutchess,Union Vale (Town),3343930,1.2 MI SW OF CLOVE,COUNTY ROAD 21,FISHKILL CREEK,County,1939,07/06/2017,Y
8,Dutchess,Union Vale (Town),3343940,1.7 MI SW OF CLOVE,COUNTY ROAD 21,FISHKILL CREEK,County,1974,05/22/2019,N
8,Dutchess,Union Vale (Town),3343900,0.4 MI. NE OF VERBANK,ON-THE-GREEN ROAD,SPROUT CREEK,Town,1987,06/04/2019,N
8,Dutchess,Union Vale (Town),3343910,0.7 MI W OF VERBANK,VERBANK VILLAGE ROAD,SPROUT CREEK,County,1938,07/08/2019,N
8,Dutchess,Union Vale (Town),2268730,3 MILES NW OF CLOVE VALLE,WISSEMAN ROAD,JACKSON CREEK,Town,2011,04/19/2018,N
8,Dutchess,Wappinger (Town),1005220,5.4 MI N JCT RTS 9 & 52,9   9 82051087,WAPPINGER LAKE,NYSDOT,1990,05/15/2019,N
8,Dutchess,Wappinger (Town),1006370,5.8 MI N.JCT 9D+I84,9D  9D82033059,HUNTER CREEK,NYSDOT,1984,04/03/2019,N
8,Dutchess,Wappinger (Town),1047000,3.1 MI N JCT RTS 376+82,376 376 82011054,SPROUT CREEK,NYSDOT,1962,09/20/2019,N
8,Dutchess,Wappinger (Town),3343990,2.2 MI W OF HOPEWELL JCT,BROWN ROAD,SPROUT CREEK,County,1986,05/22/2019,N
8,Dutchess,Wappinger (Town),3343960,1 MI W OF NEW HACKENSACK,COUNTY ROAD 110,WAPPINGER CREEK,County,1955,08/12/2019,N
8,Dutchess,Wappinger (Town),3368230,0.2 MI NW INT CR104/CR110,COUNTY ROAD 110,GREEN'S POND OUTLET,County,1969,04/11/2019,N
8,Dutchess,Wappinger (Town),3344020,0.5MI E OF HUGHSONVILLE,COUNTY ROAD 28,MILLWOOD CREEK,County,1984,06/25/2019,N
8,Dutchess,Wappinger (Town),3344010,2.1 MI N OF BRINCKERHOFF,COUNTY ROAD 28,SPROUT CREEK,County,1966,04/05/2019,N
8,Dutchess,Wappinger (Town),3343980,1.0 MI N.OF HUGHSONVILLE,COUNTY ROAD 91,HUNTER CREEK,County,1986,05/22/2019,N
8,Dutchess,Wappinger (Town),3344000,IN THE TOWN OF WAPPINGER,MONTFORT ROAD,SPROUT CREEK,County,1995,07/06/2018,N
8,Dutchess,Wappinger (Town),3343970,2.4 MI SE OF NEW HACKSACK,ROBINSON LANE,SPROUT CREEK,County,1993,04/12/2019,N
8,Dutchess,Wappinger (Town),1072730,2.5MI SE OF NEW HACKENSAC,Route 376,BIG BLACK STREAM,NYSDOT,1982,04/02/2019,N
8,Dutchess,Wappinger (Town),1032290,1.9 MI N JCT SH 52 & SH82,Route 82,SPROUT CREEK,NYSDOT,2016,11/15/2018,N
8,Dutchess,Wappingers Falls (Village),1006380,1.2 MI S JCT RTS 9D+9,9D  9D82033070,WAPPINGER CREEK,NYSDOT,1884,09/04/2019,N
8,Dutchess,Wappingers Falls (Village),2269500,VILLAGE WAPPINGER FALLS,MCKINLEY STREET,WAPPINGER CREEK,Village,1999,10/01/2019,N
8,Dutchess,Washington (Town),1025590,1.4 MI E JCT RTE 44+TSP,44  44 82022109,HAM CREEK,NYSDOT,1939,08/13/2019,N
8,Dutchess,Washington (Town),1025580,1.3 MI E JCT RTE 44+TSP,44  44 82022109,SOUTH BROOK,NYSDOT,1939,08/13/2019,N
8,Dutchess,Washington (Town),3344070,0.8 MI NW OF MILLBROOK,44A 44A82011020,EAST BRANCH WAPPINGER CREEK,NYSDOT,1989,10/09/2019,N
8,Dutchess,Washington (Town),3344080,2.0 MI NW OF MILLBROOK,CANOE HILL ROAD,EAST BRANCH WAPPINGER CREEK,County,1968,05/10/2019,N
8,Dutchess,Washington (Town),3344030,2.5 MI W OF AMENIA,COUNTY ROAD 86,DEER HILL CREEK,County,1929,09/20/2019,N
8,Dutchess,Washington (Town),3344090,2.5 MI W OF MILLBROOK,FOWLER ROAD,EAST BRANCH WAPPINGER CREEK,County,1979,04/23/2019,N
8,Dutchess,Washington (Town),3344100,2.5 MILES SW OF MILLBROOK,TYRELL ROAD,SOUTH BROOK,County,1992,05/16/2019,N
8,Dutchess,Washington (Town),3344110,2.4 MI SW OF MILLBROOK,VERBANK ROAD,NO NAME CREEK,County,1931,03/20/2019,Y
8,Dutchess,,3371300,0.4 MI E RT 9G J CRUM ELB,County Road 41,Maritje Kill,County,2016,12/21/2018,N
8,Dutchess,,3371370,1.5 Mi NW Pine Plains,HOFFMAN ROAD,SHEKOMEKO CREEK,County,2016,03/18/2019,N
8,Dutchess,,1032480,1.2 MI W JCT I84 & US 9,I-84 EB & WB,MNRR Beacon Line,NYSDOT,2018,07/24/2019,N
8,Dutchess,,3342950,3.3 MI SW OF DOVER PLNS,Ridge Road,Coopertown Brook,County,2016,12/20/2018,N
5,Erie,Akron (Village),1034780,2.1 MI N JCT RTS 5 + 93,93  93 53021046,MURDER CREEK,NYSDOT,1932,06/15/2018,N
5,Erie,Akron (Village),1034790,0.2 MI S JCT RTS 93 + 267,93  93 53021056,MURDER CREEK,NYSDOT,1961,10/23/2018,N
5,Erie,Akron (Village),3362100,IN AKRON FALLS COUNTY PRK,AKRON PK SERV RD,MURDER CREEK,County,2013,11/27/2019,N
5,Erie,Akron (Village),3326450,SE CORNER OF AKRON,AKRON-CRITTENDEN,MURDER CREEK,County,1958,05/29/2019,Y
5,Erie,Akron (Village),3362090,1.4 MI N JCT SH 5 & SH 93,BROOKLYN STREET,MURDER CREEK,County,1957,08/14/2018,N
5,Erie,Akron (Village),3326350,IN AKRON FALLS PARK,PARKVIEW DRIVE,MURDER CREEK,County,1933,09/10/2018,N
5,Erie,Akron (Village),3328800,1.5 MI NE JCT 93'5,STATE STREET,MURDER CREEK,Village,1938,08/14/2019,Y
5,Erie,Alden (Town),1022930,7.4 MI E JCT SH 33 & SH78,33  33 53012128,ELLICOTT CREEK,NYSDOT,1960,09/26/2019,Y
5,Erie,Alden (Town),3326990,4.6 MI WSW JCT RTE 33& CL,952Q952Q53011129,ELLICOTT CREEK,NYSDOT,1991,08/13/2019,N
5,Erie,Alden (Town),3362520,.2 MI S JCT SH 33 & CR 1,ALDEN CRTTNDEN RD,CSX TRANS/ AMTRAK,County,1990,09/26/2018,N
5,Erie,Alden (Town),3326850,1 MILE NORTH OF ALDEN,ALDEN-CRITTENDEN,ELLICOTT CREEK,County,1964,06/27/2018,N
5,Erie,Alden (Town),5523520,.9 MI SE OF MILL GROVE,CREEKVIEW DRIVE,ELLICOTT CREEK,State - Other,1991,08/26/2019,N
5,Erie,Alden (Town),3362170,1.1 MI SE JCT 20'358,FOUR ROD ROAD,CAYUGA CREEK,County,1954,09/05/2018,N
5,Erie,Alden (Town),3326620,3.5 MI WEST OF CRITTENDEN,NORTH MILLGROVE R,TRIB ELLICOTT CRK,County,1983,05/22/2018,N
5,Erie,Alden (Town),3327090,1 MILE NORTH OF ALDEN,NORTH ROAD,ELLICOTT CREEK,County,1995,05/30/2018,N
5,Erie,Alden (Town),3327080,1 MILE NORTH OF ALDEN,NORTH ROAD,ELLICOTT CREEK,County,1995,05/21/2018,N
5,Erie,Alden (Town),3327070,1.6 MILES NE OF ALDEN,NORTH ROAD/CR 166,ELLICOTT CREEK,County,1981,05/21/2018,N
5,Erie,Alden (Town),3326970,1.8 MILES NW OF ALDEN,SANDRIDGE ROAD,ELLICOTT CREEK,County,1990,09/10/2018,N
5,Erie,Alden (Town),3327360,1.8 MI SE JCT US20 &SH358,THREE ROD ROAD,CAYUGA CREEK,County,1960,09/05/2018,N
5,Erie,Alden (Town),3326900,3.7 MI NW OF NW QUAD ALDN,TOWN LINE ROAD,ELLICOTT CREEK,County,1928,10/23/2018,Y
5,Erie,Alden (Town),3326890,.9 MILE NORTH OF TWN LINE,TOWN LINE ROAD,BRANCH CAYUGA CRK,County,1987,05/23/2018,Y
5,Erie,Alden (Town),3326980,.7 MILE SOUTH OF TOWNLINE,TOWN LINE ROAD,CAYUGA CREEK,County,1959,10/16/2018,N
5,Erie,Alden (Town),1046590,IN ALDEN,TWO ROD ROAD,CAYUGA CREEK,County,1998,10/02/2018,N
5,Erie,Alden (Town),3362480,2.2 MI NW OF N QUAD ALDEN,WENDE ROAD,CSX TRANS/ AMTRAK,County,1983,08/10/2019,N
5,Erie,Alden (Town),3328700,4.2 MI NW OF NW QUAD ALDN,ZOELLER ROAD,ELLICOTT CREEK,County,2004,09/10/2018,N
5,Erie,Alden (Village),3326840,.6 MILE NORTH OF ALDEN,ALDEN-CRITTENDEN,SPRING CREEK,County,2010,10/17/2018,N
5,Erie,Amherst (Town),1001639,JCT RTS 5 + I-290,5   5 53024025,290I290I53011093,NYSDOT,1963,10/30/2019,N
5,Erie,Amherst (Town),4028510,JCT US 62 & BARGE CANAL,62  62 53034068,LOCKPRT AVE-CR 67,NYSDOT,1988,08/15/2018,N
5,Erie,Amherst (Town),1030300,4.6 MI S JCT RTS 78 & 263,78  78 53021287,GOTT CREEK,NYSDOT,2000,05/21/2018,N
5,Erie,Amherst (Town),1030310,3.4 MI S JCT RTS 78 & 263,78  78 53021299,RANSOM CREEK,NYSDOT,1993,04/12/2018,N
5,Erie,Amherst (Town),1030320,2.5 MI S JCT RTS 78 + 263,78  78 53021307,GILL CREEK,NYSDOT,2015,11/07/2019,N
5,Erie,Amherst (Town),1030340,0.2 MI N JCT RTS 78 & 263,78  78 53021335,TONAWANDA CREEK,NYSDOT,1998,04/05/2019,N
5,Erie,Amherst (Town),1043790,2.6MI SW JCT RTS 263 & 78,263 263 53011076,RANSOM CREEK,NYSDOT,1990,07/10/2018,N
5,Erie,Amherst (Town),1073480,0.6MI NE JCT.290I & 263,263 263 53011123,CR192 - MAPLE RD.,NYSDOT,1987,08/21/2019,N
5,Erie,Amherst (Town),1071720,0.8 MI SW INT RT 263 +270,263 263 53011138,ELLICOTT CREEK,NYSDOT,1980,06/21/2018,N
5,Erie,Amherst (Town),4044050,JCT RTE 270 + BARGE CANAL,270 270 53011037,ERIE CANAL,NYSDOT,2009,09/23/2019,N
5,Erie,Amherst (Town),1071851,1.0 MI NW JCT RT 263+290I,290I 209I53011058,990I 990I53503B01,NYSDOT,1983,05/29/2019,N
5,Erie,Amherst (Town),1071852,1.0 MI NW JCT RT 263+290I,290I 290I53011058,990I 990I53503B01,NYSDOT,1983,05/29/2019,N
5,Erie,Amherst (Town),1072601,1.7 MI NW INT RTS263+I290,290I 290I53011062,952T952T53011002,NYSDOT,1982,05/15/2019,Y
5,Erie,Amherst (Town),1072602,1.7 MI NW INT RTS263+I290,290I 290I53011062,952T952T53011002,NYSDOT,1982,05/08/2019,Y
5,Erie,Amherst (Town),1043751,JCT RT 263 + I-290,290I 290I53011069,263  263 53011018,NYSDOT,1964,11/19/2019,N
5,Erie,Amherst (Town),1043752,JCT RT 263 + I-290,290I 290I53011069,263  263 53011018,NYSDOT,1964,11/19/2019,N
5,Erie,Amherst (Town),1045062,JCT RT 324 + I-290,290I 290I53011076,324  324 53021151,NYSDOT,1964,11/20/2019,N
5,Erie,Amherst (Town),1045061,JCT RT 324 + I-290,290I 290I53011076,324  324 53021151,NYSDOT,1964,11/20/2019,N
5,Erie,Amherst (Town),1071860,1 MI NW JCT SH 263 & I290,290I SB TO 990I EB,290I 290I53011058,NYSDOT,1983,09/11/2019,N
5,Erie,Amherst (Town),1045050,0.5 MI W JCT RT 263 +I290,290I290I53011065,ELLICOTT CRK,NYSDOT,1965,06/11/2018,N
5,Erie,Amherst (Town),1045070,JCT I-290 + I-90,290I290I53073H01,290I290I53011095,NYSDOT,1964,07/21/2018,N
5,Erie,Amherst (Town),5511970,1.4 MI SW JCT I90 & SH277,290IX EB RAMP TO 90IX EB,90IX,NYS Thruway Authority,1953,09/26/2018,N
5,Erie,Amherst (Town),1045890,0.1MI E.JCT RT 324 & 277,324 324 53021161,ELLICOTT CREEK,NYSDOT,1989,07/16/2018,N
5,Erie,Amherst (Town),1030290,JCT STATE HWYS 324 & 78,324 324 53021196,78  78 53021260,NYSDOT,1998,04/02/2018,N
5,Erie,Amherst (Town),5511929,5.3 MI W JCT I90 < RTE 78,90IX,CR 290 WEHRLE DR,NYS Thruway Authority,1952,10/18/2018,N
5,Erie,Amherst (Town),5511949,6.4 MI W JCT I90 < RTE 78,90IX,S CAYUGA RD,NYS Thruway Authority,1953,08/23/2018,N
5,Erie,Amherst (Town),5511960,1.5 MI SW JCT I90 & SH277,90IX EB Ramp to 290IX WB,90 IX,NYS Thruway Authority,1953,10/02/2018,N
5,Erie,Amherst (Town),3326770,0.2 MI N RTE 990 OVERPASS,952T952T53011022,ELLICOTT CREEK,NYSDOT,1985,04/25/2018,N
5,Erie,Amherst (Town),1072651,1.2 MI W JCT RTS 990I&270,990I 990153011020,CR45-DODGE ROAD,NYSDOT,1984,03/20/2019,N
5,Erie,Amherst (Town),1071871,1.5 MI N JCT RTS 290I+263,990I 990I53011003,CHESTNUT RIDGE RD,NYSDOT,1983,04/01/2019,N
5,Erie,Amherst (Town),1071872,1.5 MI W JCT RTS 290I+263,990I 990I53011004,CHESTNUT RIDGE RD,NYSDOT,1983,04/01/2019,N
5,Erie,Amherst (Town),1072632,1.5 MI N INT  I990 & I290,990I 990I53011013,952T 952T53011019,NYSDOT,1984,04/22/2019,N
5,Erie,Amherst (Town),1072631,1.5 MI N INT  I990 & I290,990I 990I53011013,952T 952T53011022,NYSDOT,1984,04/22/2019,N
5,Erie,Amherst (Town),1072641,1.7MI N INT RTS I990&I290,990I 990I53011017,ELLICOTT CREEK,NYSDOT,1984,05/14/2019,Y
5,Erie,Amherst (Town),1072652,1.1 MI W JCT RTS 990I&270,990I 990I53011020,CR45-DODGE ROAD,NYSDOT,1984,03/20/2019,N
5,Erie,Amherst (Town),1072661,0.8 MI W JCT RTS 990I&270,990I 990I53011023,AUDUBON PARKWAY,NYSDOT,1984,04/01/2019,N
5,Erie,Amherst (Town),1072662,0.8 MI W JCT RTS 990I&270,990I 990I53011023,AUDUBON PARKWAY,NYSDOT,1984,04/01/2019,N
5,Erie,Amherst (Town),1072811,JCT.990I + AUDUBON PARKWY,990I 990I53011031,270  270 53011007,NYSDOT,1984,05/09/2019,N
5,Erie,Amherst (Town),1072812,JCT.990I + AUDUBON PARKWY,990I 990I53011035,270  270 53011006,NYSDOT,1984,05/09/2019,N
5,Erie,Amherst (Town),1072561,1.2 MI E JCT 62 & I-290,990I 990I53513A01,952T 952T53011011,NYSDOT,1982,05/09/2019,N
5,Erie,Amherst (Town),1072562,1.2 MI E JCT 62 & I-290,990I M00 53513B01,952T 952T53011011,NYSDOT,1982,05/09/2019,N
5,Erie,Amherst (Town),1072642,1.7MI N INT RTS I990&I290,990I990I53011017,ELLICOTT CREEK,NYSDOT,1984,05/14/2019,Y
5,Erie,Amherst (Town),1074392,0.6MI W RT263 & COUNTY299,990I990I53011039,CR299-N FRENCH RD,NYSDOT,1990,05/29/2018,N
5,Erie,Amherst (Town),1074391,0.6MI W RT263 & COUNTY299,990I990I53011039,CR299-N FRENCH RD,NYSDOT,1990,05/29/2018,N
5,Erie,Amherst (Town),4453010,1.5 MI W JCT 270+ BARGE C,BEAR RIDGE ROAD,TONAWANDA CK ROAD,NYSDOT,1952,09/07/2018,N
5,Erie,Amherst (Town),2268070,2.6 MI NW OF RTE 78 &324,BUTTONWOOD LANE,DRAINAGE DITCH26B,Town,1986,06/19/2018,N
5,Erie,Amherst (Town),3326720,.2 MILE W OF EAST AMHERST,CASEY ROAD,GOTT CREEK,County,1981,04/23/2018,N
5,Erie,Amherst (Town),2268090,NE 0F KLEIN & YOUNGS,CHAPEL WOODS,DRAINAGE DITCH26B,Town,2010,12/04/2018,N
5,Erie,Amherst (Town),3326390,1.3 MI SE JCT SH263&EL CK,COUNTY ROAD 192,ELLICOTT CREEK,County,1968,05/07/2018,N
5,Erie,Amherst (Town),1074400,.3 MI NW JCT SH263 & CR87,CR87 HOPKINS RD,990I990I53011053,NYSDOT,1990,05/02/2018,N
5,Erie,Amherst (Town),3326730,1.3 MILES N OF SWORMVILLE,DANN ROAD,BLACK CREEK,County,1960,08/20/2019,N
5,Erie,Amherst (Town),3326330,4.3 MI NW OF CLARENCE CEN,DODGE ROAD,RANSOM CREEK,County,1983,07/03/2018,N
5,Erie,Amherst (Town),4453020,1.3 MI SW JCT US62 &CANAL,E ROBINSON STREET,OLD NIAG FLS BLVD,NYSDOT,2003,05/23/2019,N
5,Erie,Amherst (Town),3367970,1 MI NE JCT SH356 & US62,EAST ROBINSON RD,TRIB ELLICOTT CRK,County,2014,06/13/2018,N
5,Erie,Amherst (Town),5511950,EXIT 50 OF I90,FOREST RD,90IX,NYS Thruway Authority,1988,05/31/2018,N
5,Erie,Amherst (Town),2212840,1.5 MI SW OF GETZVILLE,FRONTIER ROAD,S BR ELLICOTT CRK,State - Other,1955,09/11/2019,N
5,Erie,Amherst (Town),2267210,0.7 W RT78 1.0 SE RT 263,GLEN OAKS DRIVE,RANSOM CREEK,Town,1973,07/01/2019,N
5,Erie,Amherst (Town),3326300,3 MI SW JCT SH78 & SH263,HOPKINS ROAD,RANSOM CREEK,County,1990,06/13/2018,N
5,Erie,Amherst (Town),5511990,JCT I90 & I290 - EXIT 50,I-290 EB RAMP TO,WEHRLE DR CR 290,NYS Thruway Authority,1953,07/20/2018,Y
5,Erie,Amherst (Town),5511791,2.7 MI SW JCT SH270&SH263,J.J.AUDUBON PKWY.,LAKE LASALLE,State - Other,1976,06/04/2018,N
5,Erie,Amherst (Town),5511792,2.7 MI SW JCT SH270&SH263,J.J.AUDUBON PKWY.,LAKE LASALLE,State - Other,1976,06/13/2018,N
5,Erie,Amherst (Town),2266622,1.7 MI N JCT I290 & SH263,JJ AUDUBON PARKWY,ELLICOTT CREEK,Town,1983,07/02/2019,Y
5,Erie,Amherst (Town),2266621,1.7 MI N JCT I290 & SH263,JJ AUDUBON PARKWY,ELLICOTT CREEK,Town,1983,06/19/2019,Y
5,Erie,Amherst (Town),2268150,0.4 MI. NORTH OF KLEIN RD,KNOLLWOOD LANE,DRAINAGE DITCH26B,Town,1960,08/07/2018,N
5,Erie,Amherst (Town),3326380,.3 MI W JCT SH263&MAPL RD,MAPLE ROAD,BIZER CREEK,County,1962,06/19/2018,N
5,Erie,Amherst (Town),1045040,0.5 MI W JCT RT 263 +I290,MAPLE ROAD,290  290 53011064,NYSDOT,1961,12/04/2018,N
5,Erie,Amherst (Town),1072800,.1 MI EAST JCT SH356&US62,N ELLICOTT CRK RD,N DIVERSION CHNEL,County,1983,09/13/2019,Y
5,Erie,Amherst (Town),3326760,.6 MILE SW OF SWORMVILLE,N FRENCH ROAD,GOTT CREEK,County,1963,04/23/2018,N
5,Erie,Amherst (Town),3326370,1.5 MI W JCT SH78&TWDA CK,NEW ROAD,TONAWANDA CREEK,County,1936,06/12/2019,N
5,Erie,Amherst (Town),3326360,JCT CO RD 186 & CO RD 297,NEW ROAD,RANSOM CREEK,County,1929,05/07/2018,N
5,Erie,Amherst (Town),3326710,.3 MI N JCT SH324 & EL CK,NORTH FOREST ROAD,ELLICOTT CREEK,County,2001,08/26/2019,N
5,Erie,Amherst (Town),2326750,2.3 MI NE JCT 356&62,NORTH FRENCH ROAD,BR ELLICOTT CREEK,Town,1987,04/30/2018,N
5,Erie,Amherst (Town),1044340,JCT RT 277 + I-98,NYS Route 277,90IX,NYS Thruway Authority,1954,10/01/2018,Y
5,Erie,Amherst (Town),1071700,1 MI NE JCT SH 263 & I290,RAMP O TO SH 263,263 263 53011026,State - Other,1980,09/25/2019,N
5,Erie,Amherst (Town),1071710,1.2 MI NE JCT RT 263+I290,RAMP P FROM RT263,263 263 53011027,State - Other,1980,09/25/2019,N
5,Erie,Amherst (Town),1071880,1.7 MI N JCT I290 & SH263,RAMP UWLS TO 990I,990I 990I53011006,NYSDOT,1983,08/05/2019,N
5,Erie,Amherst (Town),5511829,2.8 MI N JCT I290<RTE 263,RENSCH ROAD,BIZER CREEK,State - Other,1976,06/27/2018,N
5,Erie,Amherst (Town),2270550,0.1 mile west of New Road,Rambling Road,Ditch 26B,Town,2009,05/01/2018,N
5,Erie,Amherst (Town),5511840,1.8 MI N JCT I290<RTE 263,SERVICE CENTER RD,BIZER CREEK,State - Other,1976,04/30/2018,N
5,Erie,Amherst (Town),5511830,2.1 MI N JCT I290<RTE 263,SERVICE CENTER RD,BIZER CREEK,State - Other,1975,04/30/2018,N
5,Erie,Amherst (Town),5511770,3.1 MI W JCTOF RTS270<263,SKINNERSVILLE RD,BIZER CREEK,State - Other,1976,06/27/2018,N
5,Erie,Amherst (Town),3326740,1.1 MI NW OF SWORMVILLE,SMITH ROAD,BLACK CREEK,County,2001,08/20/2019,N
5,Erie,Amherst (Town),2268080,2.2 MI NW MAPLE & 78,STONEWOOD DRIVE,DRAINAGE DITCH26B,Town,1986,08/07/2018,N
5,Erie,Amherst (Town),3367090,1.6 MI WEST OF GETZVILLE,SWEET HOME ROAD,DIVERSION CHANNEL,County,1982,08/01/2018,N
5,Erie,Amherst (Town),3326240,2.8 MI SW JCT SH78 &SH263,TONAWANDA CK ROAD,RANSOM CREEK,County,1985,11/13/2018,N
5,Erie,Amherst (Town),3326230,2.8 MI W JCT RT 78 +236,TONAWANDA CRK RD,TONAWANDA CR TRIB,County,1989,06/12/2018,N
5,Erie,Amherst (Town),5511980,1.5 MI SW JCT I90<RTE 277,WEHRLE DR CR 290,90IX,NYS Thruway Authority,1953,09/25/2018,N
5,Erie,Amherst (Town),2212990,.6 MI NE OF BUF INT AIRPT,YOUNGS ROAD,BR ELLICOTT CREEK,County,1946,05/15/2019,Y
5,Erie,Amherst (Town),2268060,SOUTH END OF AMHERST,YOUNGS ROAD,DRAINAGE DITCH26B,Town,1986,06/19/2018,N
5,Erie,Amherst (Town),2212850,.5 MI NE OF BUF INT AIRPT,YOUNGS ROAD,ELLICOTT CREEK,County,1984,07/11/2018,N
5,Erie,Angola (Village),3327770,ANGOLA NORTHEAST,DELAMATER ROAD,BIG SISTER CREEK,County,1953,07/03/2018,N
5,Erie,Ashford (Town),3328370,2 MI SOUTH OF SPRINGVILLE,MILL STREET,CATTARAUGUS CREEK,County,1936,08/06/2019,N
5,Erie,Aurora (Town),1016090,2.7 MI E JCT RT5 20A+ I87,20A  20A53011087,CAZENOVIA CREEK,NYSDOT,2005,04/01/2019,N
5,Erie,Aurora (Town),1062869,0.2 MI W JCT RTS 20A+400,20A 20A53011114,TANNERY BROOK,NYSDOT,1969,10/08/2018,N
5,Erie,Aurora (Town),1054581,1.7 MI S JCT RTS 400 +20A,400  400 53011022,16   16 53021163,NYSDOT,1971,11/07/2019,N
5,Erie,Aurora (Town),1054582,1.7 MI S JCT RTS 400 +20A,400  400 53011022,16   16 53021163,NYSDOT,1971,11/08/2019,N
5,Erie,Aurora (Town),1047541,3.7 MI S JCT RTS 400 +20A,400 400 53011003,CAZENOVIA CREEK,NYSDOT,1971,04/01/2019,N
5,Erie,Aurora (Town),1047542,3.7 MI S JCT RTS 400 +20A,400 400 53011003,E BR CAZENOVIA CK,NYSDOT,1971,04/01/2019,N
5,Erie,Aurora (Town),1047562,2.2 MI S JCT RTS 400 +20A,400 400 53011019,CAZENOVIA CREEK,NYSDOT,1971,06/17/2019,N
5,Erie,Aurora (Town),1047561,2.2 MI S JCT RTS 400 +20A,400 400 53011019,CAZENOVIA CREEK,NYSDOT,1971,06/17/2019,N
5,Erie,Aurora (Town),1054592,JCT RTS 400 + 20A,400 400 53011040,20A20A 53011116,NYSDOT,1971,04/02/2019,N
5,Erie,Aurora (Town),1054591,JCT RTS 400 + 20A,400 400 53011040,20A20A 53011116,NYSDOT,1971,04/02/2019,N
5,Erie,Aurora (Town),3327980,1.9 MI NW OF SOUTH WALES,BLAKELEY CNRS RD,E BR CAZENOVIA CK,County,1992,09/05/2018,N
5,Erie,Aurora (Town),1047550,2.5 MI S JCT SH400 &US20A,BLAKELEY CORNERS ROAD,400 400 53011015,NYSDOT,1971,06/11/2019,N
5,Erie,Aurora (Town),3327920,.8 MILE S OF EAST AURORA,CENTER STREET,E B CAZENOVIA CRK,County,1991,05/01/2018,N
5,Erie,Aurora (Town),1047570,1 MI S JCT SH 400 & US20A,COUNTY ROAD 381,400 400 53011030,NYSDOT,1971,06/03/2019,N
5,Erie,Aurora (Town),3328130,.4 MILE S OF SOUTH WALES,DARLING ROAD,E B CAZENOVIA CRK,County,1960,09/05/2018,N
5,Erie,Aurora (Town),3327970,.3 MI WEST OF SOUTH WALES,EMERY ROAD,E B CAZENOVIA CRK,County,1989,09/12/2018,N
5,Erie,Aurora (Town),3328110,2.1 MI NE OF JEWETTVILLE,GROVER ROAD,W B CAZENOVIA CRK,County,1930,08/27/2018,N
5,Erie,Aurora (Town),3328100,1 MILE SW OF EAST AURORA,JEWETT HOLMWOOD R,E B CAZENOVIA CRK,County,1959,07/30/2018,N
5,Erie,Aurora (Town),3328090,1.5 MI SW OF EAST AURORA,JEWETT HOLMWOOD R,W B CAZENOVIA CRK,County,1958,07/31/2018,N
